pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_masse,pl_dens,pl_insol,pl_eqt,pl_orbincl,st_teff,st_rad,st_mass,st_lum,st_met,st_logg,sy_dist,discoverymethod,disc_year
EPIC 212737443 c,EPIC 212737443,65.55,0.28,0.2,2.69,,,,,316.0,89.63,4684.0,0.67,0.69,,-0.137,4.62,336.25,Transit,2019
EPIC 220492298 b,EPIC 220492298,0.762406,,,0.99,,,,,,92.6,5620.0,0.89,,,0.28,4.5,624.512,Transit,2021
EPIC 220554210 c,K2-282,0.70531,,,1.6,,,,,,91.3,5499.0,1.0,0.94,,-0.23,4.5,496.289,Transit,2019
EPIC 220674823 b,EPIC 220674823,0.571292,0.01326,0.0,1.725,8.21,8.21,8.77,4670.0,2300.0,86.4,5532.0,0.99,0.95,-0.119,0.11,4.6,244.59,Transit,2016
EPIC 220674823 c,EPIC 220674823,13.3397,0.1083,0.13,2.836,8.9,8.9,2.12,70.0,805.0,89.35,5532.0,0.99,0.95,-0.119,0.11,4.6,244.59,Transit,2016
EPIC 228836835 b,EPIC 228836835,0.728113,,,1.1,,,,,932.0,89.7,3782.0,0.32,0.42,-1.612,-0.18,5.0,150.124,Transit,2021
EPIC 229004835 b,EPIC 229004835,16.141132,0.1237,0.23,2.332,10.4,10.4,4.49,69.7,804.0,88.08,5868.0,1.0,0.97,0.03,-0.12,4.47,121.971,Transit,2023
EPIC 246851721 b,EPIC 246851721,6.1802679,0.07229,,11.781,953.49,953.49,3.1,642.0,1401.0,86.21,6202.0,1.59,1.32,0.526,0.141,4.16,372.632,Transit,2018
EPIC 248847494 b,EPIC 248847494,3650.0,4.5,0.0,12.442,4131.79,4131.79,,0.19,183.0,89.87,4898.0,2.7,0.9,,-0.23,3.52,551.886,Transit,2018
EPIC 249893012 b,EPIC 249893012,3.5951,0.047,0.06,1.95,8.75,8.75,6.39,1037.0,1616.0,86.14,5430.0,1.71,1.05,,0.2,3.99,321.296,Transit,2020
EPIC 249893012 c,EPIC 249893012,15.624,0.13,0.07,3.67,14.67,14.67,1.62,160.0,990.0,87.94,5430.0,1.71,1.05,,0.2,3.99,321.296,Transit,2020
EPIC 249893012 d,EPIC 249893012,35.747,0.22,0.15,3.94,10.18,10.18,0.91,53.0,752.0,89.47,5430.0,1.71,1.05,,0.2,3.99,321.296,Transit,2020
FU Tau b,FU Tau,,726.0,,,6038.73973,6038.73973,,,2559.0,,2838.0,,0.05,-0.699,,,,Imaging,2008
G 196-3 b,G 196-3,,350.0,,,8263.53858,8263.53858,,,1670.0,,,,,,,,21.7912,Imaging,2024
G 264-012 b,G 264-012,2.30538,0.02279,,,2.5,,,20.5,587.0,,3326.0,0.3,0.3,-1.972,0.1,4.85,16.009,Radial Velocity,2021
G 264-012 c,G 264-012,8.0518,0.0525,,,3.75,,,3.87,387.0,,3326.0,0.3,0.3,-1.972,0.1,4.85,16.009,Radial Velocity,2021
G 9-40 b,G 9-40,5.7459996,0.0418,0.0,1.9,4.0,4.0,3.2,6.27,441.0,88.57,3348.0,0.31,0.29,-1.971,0.04,4.93,27.9276,Transit,2019
GJ 1002 b,GJ 1002,10.3465,0.0457,,,1.08,,,0.67,231.0,,3024.0,0.14,0.12,-2.852,-0.25,5.1,4.84867,Radial Velocity,2022
GJ 1002 c,GJ 1002,21.202,0.0738,,,1.36,,,0.26,182.0,,3024.0,0.14,0.12,-2.852,-0.25,5.1,4.84867,Radial Velocity,2022
GJ 1061 b,GJ 1061,3.204,0.021,0.31,,1.37,,,3.8,,,2953.0,0.16,0.12,-2.77,-0.08,,3.67278,Radial Velocity,2020
GJ 1061 c,GJ 1061,6.689,0.035,0.29,,1.74,,,1.4,,,2953.0,0.16,0.12,-2.77,-0.08,,3.67278,Radial Velocity,2020
GJ 1061 d,GJ 1061,13.031,0.054,0.53,,1.64,,,0.6,,,2953.0,0.16,0.12,-2.77,-0.08,,3.67278,Radial Velocity,2020
GJ 1132 b,GJ 1132,1.62892911,0.0157,0.0118,1.192,1.83705,1.83705,5.97,19.3,584.0,88.16,3229.0,0.22,0.19,-2.321,-0.17,5.04,12.613,Transit,2015
GJ 1132 c,GJ 1132,8.929,0.0476,0.27,,2.64,,,,300.0,,3270.0,0.21,0.18,-2.359,,,12.613,Radial Velocity,2018
GJ 1148 b,GJ 1148,41.375,0.1686,0.366,,107.74383,,,,,,3357.57,0.37,0.37,-1.869,0.16,4.88,11.0143,Radial Velocity,2010
GJ 1148 c,GJ 1148,535.9,0.9302,0.27,,82.63539,,,,,,3357.57,0.37,0.37,-1.869,0.16,4.88,11.0143,Radial Velocity,2017
GJ 1151 c,GJ 1151,389.7,0.5714,,,10.62,,,,,,3280.0,0.18,0.16,-2.48,-0.12,5.09,8.03625,Radial Velocity,2023
GJ 1214 b,GJ 1214,1.58040434,0.01505,0.0,2.733,8.41,8.41,2.26,17.2,567.0,89.32,3101.0,0.22,0.18,-2.409,0.24,5.03,14.6427,Transit,2009
GJ 1252 b,GJ 1252,0.5182464,0.00915,0.0,1.193,1.32,1.32,4.2,233.0,1089.0,85.0,3458.0,0.39,0.38,-1.708,0.1,4.89,20.373,Transit,2020
GJ 1265 b,GJ 1265,3.6511,0.026,0.04,,7.4,,,,,,3236.0,0.19,0.18,-2.439,-0.04,5.09,10.2525,Radial Velocity,2018
GJ 143 b,GJ 143,35.61253,0.1915,0.188,2.61,22.7,22.7,7.0,10.86,422.0,89.33,4640.0,0.69,0.73,-0.686,0.003,4.61,16.32,Transit,2019
GJ 15 A c,GJ 15 A,7600.0,5.4,0.27,,36.0,,,,,,3607.0,0.38,0.38,-1.655,-0.34,4.87,3.56228,Radial Velocity,2018
GJ 160.2 b,GJ 160.2,5.2354,0.053,0.06,,10.2,,,,,,4347.0,,0.69,-0.796,,,25.8557,Radial Velocity,2014
GJ 163 b,GJ 163,8.63182,0.0607,0.073,,10.6,,,,,,,,,,,,15.1285,Radial Velocity,2013
GJ 163 c,GJ 163,25.63058,0.1254,0.099,,6.8,,,,,,,,,,,,15.1285,Radial Velocity,2013
GJ 163 d,GJ 163,603.95116,1.0304,0.373,,29.4,,,,,,,,,,,,15.1285,Radial Velocity,2013
GJ 179 b,GJ 179,2303.0,2.424,0.179,,301.93699,301.93699,,,,61.0,3370.0,0.38,0.36,-1.796,0.3,4.83,12.356,Radial Velocity,2009
GJ 180 b,GJ 180,17.133,0.092,0.07,,6.49,,,,,,3371.0,,0.43,-1.886,,,11.9407,Radial Velocity,2014
GJ 180 c,GJ 180,24.329,0.129,0.09,,6.4,,,,,,3371.0,,0.43,-1.886,,,11.9407,Radial Velocity,2014
GJ 180 d,GJ 180,106.3,0.309,0.14,,7.56,,,,,,,,0.43,,,,11.9407,Radial Velocity,2020
GJ 2030 b,GJ 2030,2.38129,0.034,0.239,,4.76743,,,,,,,,0.96,,,,37.0788,Radial Velocity,2022
GJ 2030 c,GJ 2030,25533.11353,16.761,0.041,,4069.15709,4069.15709,,,,16.999,,,0.96,,,,37.0788,Radial Velocity,2022
GJ 2056 b,GJ 2056,69.971,0.283,0.72,,16.2,,,,,,,,0.62,,,,28.4434,Radial Velocity,2020
GJ 229 A c,GJ 229,121.93268,0.384,0.366,,8.58137,,,,,,,,0.51,,,,5.75624,Radial Velocity,2020
GJ 229 b,GJ 229,579.47495,1.086,0.404,,14.93794,,,,,,3564.0,,0.51,-1.553,,,5.75624,Radial Velocity,2014
GJ 238 b,GJ 238,1.7446999,0.02123,,0.566,,,,107.26,758.0,89.99,3485.0,0.43,0.42,-1.616,0.15,4.85,15.2142,Transit,2024
GJ 251 b,GJ 251,14.238,0.0818,0.1,,4.0,,,2.53,351.0,,3451.0,0.36,0.36,-1.772,-0.03,4.96,5.58057,Radial Velocity,2020
GJ 27.1 b,GJ 27.1,15.819,0.101,0.08,,13.0,,,,,,3542.0,,0.53,-1.585,,,23.6062,Radial Velocity,2014
GJ 273 b,GJ 273,18.6498,0.091101,0.1,,2.89,,,1.06,,,3382.0,0.29,0.29,-2.056,0.09,,5.921535,Radial Velocity,2017
GJ 273 c,GJ 273,4.7234,0.036467,0.17,,1.18,,,6.66,,,3382.0,0.29,0.29,-2.056,0.09,,5.921535,Radial Velocity,2017
GJ 3021 b,GJ 3021,133.71,0.49,0.511,,1071.04,,,,350.0,,5540.0,0.9,0.9,-0.18,0.1,4.7,17.5559,Radial Velocity,2000
GJ 3082 b,GJ 3082,11.949,0.079,0.22,,8.2,,,,,,,,0.47,,,,16.6186,Radial Velocity,2020
GJ 3090 b,GJ 3090,2.8531054,0.03165,0.32,2.13,3.34,3.34,1.89,23.04,693.0,87.14,3556.0,0.52,0.52,-1.342,-0.06,4.73,22.4751,Transit,2022
GJ 3138 b,GJ 3138,1.22003,0.0197,0.19,,1.78,,,118.1,,,3717.0,0.5,0.68,-1.347,-0.3,,28.4712,Radial Velocity,2017
GJ 3138 c,GJ 3138,5.974,0.057,0.11,,4.18,,,13.9,,,3717.0,0.5,0.68,-1.347,-0.3,,28.4712,Radial Velocity,2017
GJ 3138 d,GJ 3138,257.8,0.698,0.32,,10.5,,,0.1,,,3717.0,0.5,0.68,-1.347,-0.3,,28.4712,Radial Velocity,2017
GJ 317 b,GJ 317,695.36,1.18,0.098,,588.93604,794.5,,,,45.0,3492.73,0.43,0.45,,0.301,4.82,15.1968,Radial Velocity,2007
GJ 317 c,GJ 317,7500.0,5.78,0.25,,531.72692,,,,,,3492.73,0.43,0.45,,0.301,4.82,15.1968,Radial Velocity,2018
GJ 3222 b,GJ 3222,10.66669,0.091,0.929,,11.44182,,,,,,,,0.89,,,,18.23817,Radial Velocity,2022
GJ 328 b,GJ 328,3771.0,4.11,0.227,,797.7493,,,,,,3897.0,0.63,0.65,-1.08,-0.06,4.64,20.5266,Radial Velocity,2013
GJ 328 c,GJ 328,241.8,0.657,,,21.4,,,,,,3897.0,0.63,0.65,-1.08,-0.06,4.64,20.5266,Radial Velocity,2023
GJ 3293 b,GJ 3293,30.5987,0.14339,0.06,,23.54,,,1.07,,,3466.0,0.4,0.42,-1.658,0.02,,20.1903,Radial Velocity,2015
GJ 3293 c,GJ 3293,122.6196,0.36175,0.11,,21.09,,,0.17,,,3466.0,0.4,0.42,-1.658,0.02,,20.1903,Radial Velocity,2015
GJ 3293 d,GJ 3293,48.1345,0.19394,0.12,,7.6,,,0.59,,,3466.0,0.4,0.42,-1.658,0.02,,20.1903,Radial Velocity,2017
GJ 3293 e,GJ 3293,13.2543,0.08208,0.21,,3.28,,,3.34,,,3466.0,0.4,0.42,-1.658,0.02,,20.1903,Radial Velocity,2017
GJ 3323 b,GJ 3323,5.3636,0.03282,0.23,,2.02,,,2.58,,,3159.0,0.12,0.16,-2.569,-0.27,,5.37484,Radial Velocity,2017
GJ 3323 c,GJ 3323,40.54,0.1264,0.17,,2.31,,,0.17,,,3159.0,0.12,0.16,-2.569,-0.27,,5.37484,Radial Velocity,2017
GJ 3341 b,GJ 3341,14.207,0.089,0.31,,6.6,,,,,,3526.0,0.44,0.47,-1.538,-0.09,,23.619,Radial Velocity,2015
GJ 338 B b,GJ 338 B,24.422,0.142,0.109,,10.6,,,,391.0,,4014.0,0.58,0.64,-1.101,-0.03,4.68,6.33256,Radial Velocity,2020
GJ 3470 b,GJ 3470,3.3366524,0.0355,0.017,3.88,12.58,12.58,0.93,29.66,615.0,88.9,3600.0,0.5,0.54,-1.538,0.2,4.66,29.4214,Radial Velocity,2012
GJ 3473 b,GJ 3473,1.1980035,0.01589,0.0,1.264,1.86,1.86,5.03,59.4,773.0,87.95,3347.0,0.36,0.36,-1.824,0.11,4.81,27.3644,Transit,2020
GJ 3473 c,GJ 3473,15.509,0.0876,0.0,,7.41,,,1.95,329.0,,3347.0,0.36,0.36,-1.824,0.11,4.81,27.3644,Radial Velocity,2020
GJ 3512 b,GJ 3512,203.69,0.337,0.44,,146.20107,,,,,,3081.0,0.14,0.12,-2.804,-0.07,,9.48637,Radial Velocity,2019
GJ 3512 c,GJ 3512,1599.6,1.292,0.0183,,63.56568,,,,,,3081.0,0.14,0.12,-2.804,-0.07,,9.48637,Radial Velocity,2020
GJ 357 b,GJ 357,3.9306,0.036,,1.2,1.84,1.84,5.6,12.6,518.0,89.228,3505.0,0.34,0.34,-1.798,-0.12,4.94,9.44181,Transit,2019
GJ 357 c,GJ 357,9.1247,0.061,,,3.4,,,4.45,401.0,,3505.0,0.34,0.34,-1.798,-0.12,4.94,9.44181,Radial Velocity,2019
GJ 357 d,GJ 357,55.661,0.204,,,6.1,,,0.38,220.0,,3505.0,0.34,0.34,-1.798,-0.12,4.94,9.44181,Radial Velocity,2019
GJ 3634 b,GJ 3634,2.64561,0.0287,0.08,,8.4,8.4,,,,59.0,,0.43,0.45,-1.699,,,20.3779,Radial Velocity,2010
GJ 367 b,GJ 367,0.3219225,0.00709,0.06,0.699,0.633,0.633,10.2,579.0,1365.0,79.89,3522.0,0.46,0.46,-1.539,-0.01,4.78,9.41263,Transit,2021
GJ 367 c,GJ 367,11.5301,,0.09,,4.13,,,,,,3522.0,0.46,0.46,-1.539,-0.01,4.78,9.41263,Radial Velocity,2023
GJ 367 d,GJ 367,34.369,,0.14,,6.03,,,,,,3522.0,0.46,0.46,-1.539,-0.01,4.78,9.41263,Radial Velocity,2023
GJ 3779 b,GJ 3779,3.0232,0.026,0.07,,8.0,,,,,,3324.0,0.28,0.27,-2.062,0.0,5.05,13.743,Radial Velocity,2018
GJ 3929 b,GJ 3929,2.616235,0.0252,0.0,1.09,1.75,1.75,7.3,17.3,568.0,88.442,3384.0,0.32,0.31,-1.963,-0.02,4.89,15.8095,Transit,2022
GJ 3929 c,GJ 3929,15.04,0.081,0.0,,5.71,,,1.68,317.0,,3384.0,0.32,0.31,-1.963,-0.02,4.89,15.8095,Radial Velocity,2022
GJ 393 b,GJ 393,7.02679,0.05402,,,1.71,,,9.21,485.0,,3579.0,0.43,0.43,-1.571,-0.09,4.88,7.03149,Radial Velocity,2021
GJ 3942 b,GJ 3942,6.905,0.0608,0.121,,7.14,,,,590.0,,3867.0,0.61,0.63,-1.12,-0.04,4.65,16.9287,Radial Velocity,2017
GJ 3988 b,GJ 3988,6.9442,0.0405,0.0,,3.69,,,2.45,348.0,,3273.0,0.2,0.18,-2.395,-0.12,4.92,9.9105,Radial Velocity,2023
GJ 3998 b,GJ 3998,2.64977,0.029,0.0,,2.47,,,,,,3722.0,0.49,0.5,-1.387,-0.16,4.77,18.1459,Radial Velocity,2016
GJ 3998 c,GJ 3998,13.74,0.089,0.049,,6.26,,,,,,3722.0,0.49,0.5,-1.387,-0.16,4.77,18.1459,Radial Velocity,2016
GJ 411 b,GJ 411,12.9394,0.07879,0.063,,2.69,,,3.13,370.0,,3719.0,0.37,0.39,-1.71,-0.362,4.89,5.675773,Radial Velocity,2019
GJ 414 A b,GJ 414 A,51.625,0.2403,0.28,2.63,10.23407,,,,309.0,,4205.93,0.67,0.69,-0.924,0.243,4.62,11.8893,Radial Velocity,2021
GJ 414 A c,GJ 414 A,744.7,1.424,0.185,8.4,58.48043,,,,125.0,,4205.93,0.67,0.69,-0.924,0.243,4.62,11.8893,Radial Velocity,2021
GJ 422 b,GJ 422,20.129,0.111,0.11,,11.07,,,,,,3323.0,,0.35,-1.959,,,12.6631,Radial Velocity,2014
GJ 4276 b,GJ 4276,13.352,0.082,0.37,,16.57,,,,,,3387.0,0.41,0.41,-1.706,0.12,4.97,21.3362,Radial Velocity,2019
GJ 433 b,GJ 433,7.3705,0.062,0.04,,6.043,,,,,,3461.0,0.5,0.48,-1.699,-0.17,4.81,9.06456,Radial Velocity,2011
GJ 433 c,GJ 433,5094.105,4.819,0.12,,32.422,,,,,,3472.0,,0.48,-1.699,,,9.06456,Radial Velocity,2014
GJ 433 d,GJ 433,36.059,0.178,0.07,,5.223,,,,,,,,0.48,,,,9.06456,Radial Velocity,2020
GJ 436 b,GJ 436,2.64389762,0.02849,0.145,3.812,21.23094,25.4,1.73,29.43,594.0,86.7,3350.0,0.46,0.45,-1.585,-0.03,4.84,9.75321,Radial Velocity,2004
GJ 463 b,GJ 463,3448.0,3.53,0.09,,1080.61658,1080.61658,,,,27.0,3540.0,0.49,0.49,,,4.86,18.3554,Radial Velocity,2022
GJ 480 b,GJ 480,9.567,0.068,0.1,,13.2,,,,,,,,0.45,,,,14.2358,Radial Velocity,2020
GJ 486 b,GJ 486,1.46712127,0.01714,0.00086,1.289,2.77,2.77,6.66,39.2,696.0,89.39,3317.0,0.32,0.31,-1.939,-0.15,4.91,8.07426,Radial Velocity,2021
GJ 504 b,GJ 504,,43.5,,,1271.3,1271.3,,,510.0,,6234.0,,1.22,0.332,0.28,4.6,17.5299,Imaging,2013
GJ 514 b,GJ 514,140.43,0.422,0.45,,5.2,,,0.28,202.0,,3728.0,0.5,0.51,-1.367,-0.14,4.76,7.61778,Radial Velocity,2022
GJ 536 b,GJ 536,8.708,0.067,0.119,,6.52,,,,,,3674.0,0.51,0.51,-1.373,-0.08,4.73,10.4092,Radial Velocity,2016
GJ 581 b,GJ 581,5.36879,0.04099,0.02,,16.24103,,,,,,3490.39,0.32,0.32,-1.885,-0.088,4.94,6.2981,Radial Velocity,2005
GJ 581 c,GJ 581,12.9144,0.07359,0.12,,5.05347,,,,,,3490.39,0.32,0.32,-1.885,-0.088,4.94,6.2981,Radial Velocity,2007
GJ 581 e,GJ 581,3.153,0.029,0.125,,1.657,,,,,,3396.0,0.33,0.31,-1.885,,4.89,6.2981,Radial Velocity,2009
GJ 625 b,GJ 625,14.628,0.078361,0.13,,2.82,,,,,,3499.0,0.31,0.3,-1.894,-0.38,4.94,6.47249,Radial Velocity,2017
GJ 649 b,GJ 649,600.1,1.112,0.083,,81.99973,,,,,,3734.0,0.5,0.51,-1.361,-0.15,4.76,10.3796,Radial Velocity,2009
GJ 667 C b,GJ 667 C,7.1999,0.050431,0.15,,5.6,,,,,,3650.0,,0.33,-1.863,-0.55,4.69,7.24396,Radial Velocity,2012
GJ 667 C c,GJ 667 C,28.1,0.12501,0.27,,4.1,,,,,,3650.0,,0.33,-1.863,-0.55,4.69,7.24396,Radial Velocity,2013
GJ 674 b,GJ 674,4.6938,0.039,0.2,,11.09,,,,,,3600.0,,0.35,-1.796,-0.28,,4.54896,Radial Velocity,2007
GJ 676 A b,GJ 676 A,1051.44521,1.735,0.319,,1840.86213,1840.86213,,,,48.919,3734.0,0.69,0.63,,0.08,4.62,16.0272,Radial Velocity,2010
GJ 676 A c,GJ 676 A,13921.42302,9.726,0.295,,4288.14087,4288.14087,,,,33.69,,,0.63,,,,16.0272,Radial Velocity,2016
GJ 676 A d,GJ 676 A,3.60076,0.039,0.192,,3.81394,,,,,,,,0.63,,0.23,,16.0272,Radial Velocity,2012
GJ 676 A e,GJ 676 A,35.47358,0.181,0.152,,6.6744,,,,,,,,0.63,,0.23,,16.0272,Radial Velocity,2012
GJ 680 b,GJ 680,17281.66514,10.138,0.381,,7977.49302,7977.49302,,,,21.984,,,0.46,,,,9.67315,Radial Velocity,2022
GJ 682 b,GJ 682,17.478,0.08,0.08,,4.4,,,,,,3028.0,,0.27,-2.699,,,5.00671,Radial Velocity,2014
GJ 682 c,GJ 682,57.32,0.176,0.1,,8.7,,,,,,3028.0,,0.27,-2.699,,,5.00671,Radial Velocity,2014
GJ 685 b,GJ 685,24.16,0.1344,0.0,,9.0,,,,,,3816.0,0.54,0.55,-1.253,-0.15,4.72,14.3155,Radial Velocity,2019
GJ 687 b,GJ 687,38.152,0.1658,0.153,,17.57591,,,,,,3561.3,0.4,0.42,-1.672,0.063,4.86,4.54939,Radial Velocity,2014
GJ 687 c,GJ 687,727.562,1.165,0.4,,16.0,,,,,,,,0.4,,,,4.54939,Radial Velocity,2020
GJ 720 A b,GJ 720 A,19.466,0.119,0.12,,13.64,,,,401.0,,3837.0,0.56,0.57,-1.217,-0.14,4.71,15.5575,Radial Velocity,2021
GJ 724 b,GJ 724,5.101284,0.04685,0.577,,10.75,,,23.32,611.0,,3799.0,0.52,0.53,-1.291,-0.02,4.88,16.9658,Radial Velocity,2023
GJ 740 b,GJ 740,2.37756,0.029,0.24,,2.96,,,79.0,829.0,,3913.0,0.56,0.58,-1.206,0.08,4.68,11.1017,Radial Velocity,2021
GJ 806 b,GJ 806,0.9263237,0.01406,,1.331,1.9,1.9,4.4,130.0,940.0,87.7,3600.0,0.41,0.41,-1.585,-0.28,4.98,12.0445,Transit,2023
GJ 806 c,GJ 806,6.64064,0.0523,,,5.8,,,9.5,490.0,,3600.0,0.41,0.41,-1.585,-0.28,4.98,12.0445,Radial Velocity,2023
GJ 832 b,GJ 832,3853.0,3.7,0.05,,314.65012,314.65012,,,,51.0,3472.0,0.44,0.45,-1.585,-0.3,4.7,4.96435,Radial Velocity,2008
GJ 849 b,GJ 849,1925.31,2.32,0.029,,283.82077,,,,,,3467.0,0.45,0.45,-1.59,0.09,4.8,8.80058,Radial Velocity,2006
GJ 849 c,GJ 849,5990.0,4.95,0.092,,314.65012,,,,,,3467.0,0.45,0.45,-1.59,0.09,4.8,8.80058,Radial Velocity,2014
GJ 86 b,GJ 86,15.76491,0.11,0.04,,1404.8086,,,,,,5182.0,0.77,0.93,,-0.22,4.63,10.7836,Radial Velocity,1999
GJ 876 b,GJ 876,61.4,0.2177,0.16,,1144.18227,1144.18227,,,,101.0,3293.74,0.37,0.37,-1.893,0.213,4.87,4.67517,Radial Velocity,1998
GJ 876 c,GJ 876,30.22902,0.1363,0.0069,,221.84423,266.2,,,,59.0,3293.74,0.37,0.37,-1.893,0.213,4.87,4.67517,Radial Velocity,2000
GJ 876 d,GJ 876,1.937916,0.02183,0.273,,5.84804,7.49,,,,59.0,3293.74,0.37,0.37,-1.893,0.213,4.87,4.67517,Radial Velocity,2005
GJ 876 e,GJ 876,124.4,0.345,0.04,,18.00115,16.58,,,,59.0,3271.0,0.35,0.34,-1.893,,4.87,4.67517,Radial Velocity,2010
GJ 887 b,GJ 887,9.262,0.068,0.0,,4.2,,,7.95,468.0,,3688.0,0.47,0.49,-1.434,-0.06,4.78,3.29,Radial Velocity,2020
GJ 887 c,GJ 887,21.789,0.12,,,7.6,,,2.56,352.0,,3688.0,0.47,0.49,-1.434,-0.06,4.78,3.29,Radial Velocity,2020
GJ 896 A b,GJ 896 A,284.39,0.63965,0.35,,718.2922,718.2922,,,,69.2,,,0.44,,,,6.26022,Astrometry,2022
GJ 900 b,GJ 900 A,,12000.0,,,3496.11248,3496.11248,,,,,,,1.08,,-0.63,,20.8065,Imaging,2024
GJ 9066 c,GJ 9066,771.36,0.88,0.46,,66.74397,,,,,,3154.0,0.16,0.15,-2.595,-0.13,5.01,4.471,Radial Velocity,2020
GJ 9404 b,GJ 9404,13.4586,0.0943,0.49,,11.9,,,,,,,,0.62,,,,23.8839,Radial Velocity,2023
GJ 96 b,GJ 96,73.94,0.291,0.44,,19.66,,,,,,3785.0,,0.6,-1.052,0.14,,11.9315,Radial Velocity,2018
GJ 9689 b,GJ 9689,18.27,0.1139,0.29,,9.65,,,,453.0,,3836.0,0.57,0.59,-1.2,0.05,4.69,30.6203,Radial Velocity,2020
GJ 9714 b,GJ 9714,19240.75467,12.319,0.155,,2988.54051,2988.54051,,,,155.326,,,0.67,,,,20.5121,Radial Velocity,2022
GJ 9827 b,GJ 9827,1.208974,0.0189,0.063,1.44,4.28,4.28,7.858,318.0,1035.0,87.6,4236.0,0.58,0.62,,-0.29,4.72,29.661,Transit,2017
GJ 9827 c,GJ 9827,3.648103,0.0395,0.094,1.13,1.86,1.86,7.142,73.0,716.0,89.09,4236.0,0.58,0.62,,-0.29,4.72,29.661,Transit,2017
GJ 9827 d,GJ 9827,6.20183,0.053,0.13,1.98,3.02,3.02,2.454,34.9,675.0,87.41,4236.0,0.58,0.62,-1.004,-0.29,4.7,29.661,Transit,2017
GPX-1 b,GPX-1,1.744579,0.0338,0.0,16.477,6261.21962,6261.21962,8.22242,4650.0,2300.0,79.9,7000.0,1.56,1.68,0.727,0.35,4.27,655.013,Transit,2021
GQ Lup b,GQ Lup,,100.0,,51.561,9852.73,9852.73,,,2400.0,,4360.0,1.94,0.7,,,,151.169,Imaging,2004
GSC 06214-00210 b,GSC 06214-00210,,320.0,,20.176,5000.0,5000.0,,,2300.0,,4200.0,0.9,0.9,-0.42,,4.37,108.5,Imaging,2010
GU Psc b,GU Psc,,2000.0,,14.179,3591.3,3591.3,,,1050.0,,,,0.33,,0.1,,47.5501,Imaging,2014
Gaia-1 b,Gaia-1,3.052524,0.04047,,13.776,533.95172,533.95172,,,,85.73,5470.0,0.95,0.95,,,,363.66,Transit,2022
Gaia-2 b,Gaia-2,3.6915224,0.0467,,14.818,259.66581,259.66581,,512.02,1213.0,85.21,5720.0,1.06,1.0,,,4.37,209.229,Transit,2022
Gaia-4 b,Gaia-4,571.3,,0.338,,3750.3752,3750.3752,,,,116.9,4034.0,0.62,0.64,-1.0,0.05,4.68,73.4829,Astrometry,2025
Gaia-5 b,Gaia-5,358.62,,0.6423,,6633.07885,6633.07885,,,,129.7,3447.0,0.34,0.34,-1.826,-0.18,4.83,41.1813,Astrometry,2025
Gaia22dkvL b,Gaia22dkvL,,2.04,,,79.4571,79.4571,,,,,,,1.29,,,,1580.0,Microlensing,2024
Gl 378 b,Gl 378,3.822,0.039435,0.109,,13.02,,,,830.0,,3879.0,0.56,0.56,-1.222,0.06,,14.9545,Radial Velocity,2019
Gl 49 b,Gl 49,13.8508,0.0905,0.363,,5.63,,,,,,3805.0,0.51,0.52,-1.306,0.13,4.69,9.8528,Radial Velocity,2019
Gl 686 b,Gl 686,15.53,0.091,0.05,,6.624,,,,379.0,,3656.0,0.43,0.43,-1.53,-0.23,4.87,8.15728,Radial Velocity,2018
Gliese 12 b,Gliese 12,12.761408,0.0668,0.5,0.958,3.87,3.87,17.7,1.62,315.0,89.194,3296.0,0.26,0.24,-2.138,-0.32,5.21,12.21,Transit,2024
HAT-P-1 b,HAT-P-1,4.46529913,0.0551,0.0,14.534,169.72122,166.86075,0.339,243.7,1100.0,85.63,5975.0,1.14,1.13,0.17,0.13,4.38,158.979,Transit,2006
HAT-P-11 b,HAT-P-11,4.88780244,0.0532,0.2577,4.901,25.0,25.0,1.172,100.77,847.0,89.027,4780.0,0.76,0.86,-0.585,0.31,4.56,37.7647,Transit,2008
HAT-P-11 c,HAT-P-11,3299.0,4.13,0.617,,731.009,731.009,,,,135.7,4653.0,0.74,0.81,,0.31,,37.7647,Radial Velocity,2018
HAT-P-12 b,HAT-P-12,3.21305762,0.03837,0.0,15.244,67.06213,67.06213,0.328,118.08,975.0,89.0,4650.0,0.7,0.73,-0.678,-0.29,4.61,142.751,Transit,2009
HAT-P-13 b,HAT-P-13,2.91624268,0.0427,0.021,16.778,280.64389,280.64389,0.517,1978.52,1701.0,83.4,5653.0,1.56,1.22,0.346,0.41,4.13,246.81,Transit,2009
HAT-P-13 c,HAT-P-13,445.82,1.258,0.6554,,4643.4963,,,,340.0,,5653.0,1.76,1.32,0.346,0.46,4.13,246.81,Radial Velocity,2009
HAT-P-14 b,HAT-P-14,4.62766098,0.06062,0.1074,14.369,731.96249,731.96249,1.88,1038.78,1581.0,83.77,6600.0,1.47,1.39,0.563,0.11,4.25,222.663,Transit,2010
HAT-P-15 b,HAT-P-15,10.86345165,0.0965,0.19,9.573,619.45067,619.45067,1.96,79.76,762.0,89.1,5568.0,1.08,1.01,0.0,0.22,4.38,192.516,Transit,2010
HAT-P-16 b,HAT-P-16,2.77596748,0.04134,0.036,14.235,1341.56043,1341.56043,2.45,1186.35,1497.0,86.6,6158.0,1.24,1.22,0.294,0.17,4.34,226.637,Transit,2010
